,0,1,2,3,4,5,Next
5322,QC,8S,2S,5S,,,
5323,7D,4S,KD,,,,
5324,6S,KC,10H,,,,
5325,2D,JC,5S,,,,
5326,6H,4S,2S,KH,,,
5327,JH,2D,7S,,,,
5328,4D,4C,JS,10H,,,
5329,9D,8D,5H,,,,
5330,QS,7H,QC,,,,
5331,5D,4C,3H,9S,,,
5332,2D,3H,9C,5H,10C,,
5333,10H,2S,2C,3D,JD,,
5334,8C,8H,2S,10C,,,
5335,JS,3D,3H,,,,
5336,5S,QC,10D,,,,
5337,5H,7C,QD,,,,
5338,6S,AS,2D,,,,
5339,8D,5S,6D,,,,
5340,2H,6S,KS,,,,
5341,6D,8S,AD,5H,5C,,
5342,7C,7S,JD,,,,
5343,AD,3C,8H,,,,
5344,6S,AH,3D,5H,2C,,
5345,3C,5S,10C,7S,,,
5346,10H,10C,6D,,,,
5347,QH,KH,7H,,,,
5348,2S,JH,AH,,,,
5349,AD,KS,10C,,,,
5350,5S,4H,2D,7C,6D,,
5351,AS,4D,3S,QH,AH,10C,
5352,3S,10C,4C,6H,,,
5353,2D,JS,6C,7H,,,
5354,5D,5S,JC,KS,,,
5355,9D,5D,3H,3C,7H,,
5356,2S,6C,6D,10D,,,
5357,7C,5H,AD,,,,
5358,6D,AD,AH,,,,
5359,9C,10S,4D,,,,
5360,QH,7C,9D,,,,
5361,7H,8H,6D,,,,
5362,JH,10S,6H,,,,
5363,7H,3C,2H,8D,5H,,
5364,2H,8C,JS,,,,
5365,10C,JS,8D,,,,
5366,8H,6C,7C,,,,
5367,4S,2C,3S,KD,JD,,
5368,AD,7C,JD,4D,,,
5369,JC,8H,5H,,,,
5370,9S,7C,7H,,,,
5371,10H,5D,5S,2H,,,
5372,5C,3C,2H,7H,,,
5373,5D,3D,AS,,,,
5374,7D,8C,AS,KC,,,
5375,4H,KS,6D,2D,,,
5376,2C,JC,JD,,,,
5377,7D,KS,JD,,,,
5378,3C,6S,2C,9S,KH,,
5379,4C,KD,3S,,,,
5380,2H,8S,KS,,,,
5381,8D,KH,9C,,,,
5382,8S,4H,10H,,,,
5383,QS,9H,4D,,,,
5384,KH,JH,3D,,,,
5385,3D,7S,JC,4H,,,
5386,7D,9S,9H,,,,
5387,7C,8H,JC,,,,
5388,9C,9S,8H,,,,
5389,2C,8D,10H,,,,
5390,10S,7D,KD,,,,
5391,KH,5S,JC,,,,
5392,KD,JC,7C,,,,
5393,3H,2D,AH,5C,,,
5394,JH,JC,9H,,,,
5395,KD,10C,3S,,,,
5396,7S,AD,4C,AH,KD,,
5397,QD,4S,QH,,,,
5398,7C,6D,JS,,,,
5399,2S,KS,AH,9C,,,
5400,6H,QS,2C,2D,9H,,
5401,7S,4C,4S,9S,,,
5402,8S,10H,7S,,,,
5403,KC,9D,9C,,,,
5404,6C,7D,3S,8D,,,
5405,9S,6C,AS,,,,
5406,7H,JC,AD,,,,
5407,4D,2C,AD,,,,
5408,2C,4H,9D,,,,
5409,6C,QH,3S,2H,,,
5410,8C,4S,KS,,,,
5411,8C,KD,5S,,,,
5412,4D,QC,3C,,,,
5413,6C,AH,10S,,,,
5414,5C,KD,3H,4S,,,
5415,7D,5S,6D,8C,,,
5416,3C,JD,5S,,,,
5417,3H,AC,4D,QD,7S,,
5418,3C,6C,QC,9H,,,
5419,4H,JH,6C,2D,,,
5420,5S,9S,2S,,,,
5421,7C,QS,5S,,,,
5422,6H,5S,6S,7S,,,
5423,5S,4D,3S,JS,,,
5424,8S,3S,AH,4C,,,
5425,AD,5C,JC,QD,,,
5426,KC,8S,QS,,,,
5427,7D,2H,6D,,,,
5428,AD,3H,JC,6C,,,
5429,10H,3S,5C,9C,,,
5430,7S,3C,AD,6H,,,
5431,10H,KS,2S,,,,
5432,AC,JD,7C,,,,
5433,QC,9S,JC,,,,
5434,6H,8C,3D,KS,,,
5435,10H,6D,6H,,,,
5436,AH,10S,8C,JH,,,
5437,6C,3D,KS,6D,,,
5438,4D,10H,3H,,,,
5439,3C,5H,9C,QH,,,
5440,QH,KD,3D,,,,
5441,4S,8D,AS,,,,
5442,10C,8S,4S,,,,
5443,6C,10H,JC,,,,
5444,6D,6H,QD,,,,
5445,JC,7C,KS,,,,
5446,9D,JH,QD,,,,
5447,7C,KH,KC,,,,
5448,5H,4C,3S,3D,5C,,
5449,6H,3C,5H,8D,,,
5450,JS,2S,KS,,,,
5451,KS,QC,8D,,,,
5452,2H,10D,QS,,,,
5453,3S,AH,KD,7H,,,
5454,6S,5C,JH,,,,
5455,QD,QH,7D,,,,
5456,JH,2S,3C,3S,,,
5457,8S,3C,7C,7D,,,
5458,2H,5H,3H,KS,AC,,
5459,10D,2C,QS,,,,
5460,JD,7D,KC,,,,
5461,2C,JC,7H,6S,,,
5462,JC,QH,10C,,,,
5463,JC,AS,QS,,,,
5464,5C,6D,KD,,,,
5465,QD,8D,6C,,,,
5466,8S,10D,3D,,,,
5467,8S,9S,QD,,,,
5468,3S,8D,7H,3H,,,
5469,AC,QS,8H,3H,,,
5470,9S,4H,6S,7H,,,
5471,5D,6H,10D,,,,
5472,6D,9C,8D,,,,
5473,QD,QH,2C,,,,
5474,QH,5D,9H,,,,
5475,2C,JH,4H,10C,,,
5476,AH,3H,9D,,,,
5477,3H,AH,7S,2D,,,
5478,4D,7C,AD,,,,
5479,JH,6D,9C,,,,
5480,5D,2S,8D,5C,8H,,
5481,AC,5H,10H,KS,,,
5482,2S,5D,8D,,,,
5483,2C,3H,3D,,,,
5484,5H,JH,7D,,,,
5485,4H,9C,9H,,,,
5486,4H,AS,5C,JH,10H,,
5487,7S,KC,QS,,,,
5488,9S,KS,QH,,,,
5489,10H,4H,6D,AD,,,
5490,9C,KC,9D,,,,
5491,4D,AS,9C,KC,,,
5492,8S,5H,KH,,,,
5493,8H,7S,AC,10C,,,
5494,10D,9S,8C,,,,
5495,2D,9C,10H,,,,
5496,7D,3S,JC,,,,
5497,10C,9S,JH,,,,
5498,8S,9D,QD,,,,
5499,5S,QC,KS,,,,
5500,9C,5S,3C,6H,,,
5501,2S,4S,10D,8C,,,
5502,2D,2S,KS,QH,,,
5503,8C,7D,AS,,,,
5504,8D,AD,JS,,,,
5505,9S,KH,AH,7D,,,
5506,7H,QD,4C,,,,
5507,KS,10S,JC,,,,
5508,7S,KH,4D,,,,
5509,4S,7D,5S,2H,3S,,
5510,AH,2D,8D,10H,,,
5511,9D,KC,QS,,,,
5512,AS,4C,4S,,,,
5513,9H,JH,6S,,,,
5514,KH,KC,9C,,,,
5515,9D,8C,2D,8H,,,
5516,6D,KS,AS,8H,,,
5517,AH,2H,4S,10S,4H,,
5518,3S,5S,JC,8C,,,
5519,9S,2D,5S,4D,KC,,
5520,8C,QC,3D,,,,
5521,9D,AD,10D,,,,
5522,8S,8D,QH,,,,
5523,3C,8S,AD,,,,
5524,AS,9S,AD,6C,3C,5D,
5525,KH,KD,8D,,,,
5526,QS,2S,7C,,,,
5527,AS,JS,9S,,,,
5528,AS,3C,4C,7H,,,
5529,6S,6D,KC,,,,
5530,6H,7S,4D,9C,,,
5531,7S,8H,9S,,,,
5532,2S,JD,8S,,,,
5533,KD,QH,3H,,,,
5534,8D,KC,2H,10D,,,
5535,KC,4H,8S,,,,
5536,7H,7S,2C,10H,,,
5537,8H,10D,3H,,,,
5538,2D,AC,6S,10D,6H,,
5539,JD,4H,KD,,,,
5540,JH,8D,8S,,,,
5541,QC,4D,5C,2S,,,
5542,6D,KC,QC,,,,
5543,3D,JH,KC,,,,
5544,JS,5H,7H,,,,
5545,8H,QH,QD,,,,
5546,9H,5C,7H,,,,
5547,JS,KD,5S,,,,
5548,AH,3H,JC,4S,4H,,
5549,8S,9D,QS,,,,
5550,AD,KC,QC,,,,
5551,7S,JS,9C,,,,
5552,9H,3C,8S,,,,
5553,7S,8D,AS,,,,
5554,7D,10S,10D,,,,
5555,AD,KH,QD,,,,
5556,JD,5C,6D,,,,
5557,KD,6D,AH,,,,
5558,4D,JH,7S,,,,
5559,9D,10D,7H,,,,
5560,3C,10C,JS,,,,
5561,4H,AS,4D,8D,,,
5562,8S,3C,5H,,,,
5563,8D,2C,2H,5D,,,
5564,AH,JC,6H,7C,,,
5565,KH,9C,10D,,,,
5566,JC,2D,4H,9S,,,
5567,9D,6D,2D,,,,
5568,7H,7D,JS,,,,
5569,9C,JC,3C,,,,
5570,7D,QC,AC,7H,,,
5571,6C,QH,4C,3S,,,
5572,JH,4H,9C,,,,
5573,JD,3H,5H,9C,,,
5574,KS,7D,5H,,,,
5575,10H,KH,7S,,,,
5576,3D,KS,KH,,,,
5577,2H,KC,6H,QH,,,
5578,QH,JS,KH,,,,
5579,9H,2S,8H,2D,,,
5580,QC,JD,9S,,,,
5581,JS,AC,4D,10C,,,
5582,6S,KH,AH,,,,
5583,QS,3H,10S,,,,
5584,6H,8D,10C,,,,
5585,JD,5D,4C,KD,,,
5586,5D,4H,6D,,,,
5587,8H,JD,AD,5S,,,
5588,7S,8S,QS,,,,
5589,4D,9C,QC,,,,
5590,8C,JS,9H,,,,
5591,2H,QD,2C,10H,,,
5592,QS,3H,7C,8C,,,
5593,9S,10D,KH,,,,
5594,2D,5D,5H,3D,,,
5595,KH,9H,AC,8D,,,
5596,AD,KS,2D,,,,
5597,5H,QD,8H,,,,
5598,AH,8H,JS,KH,,,
5599,6S,7D,6H,,,,
5600,4D,4H,10H,KC,,,
5601,5H,JH,5S,6H,,,
5602,10H,3H,2D,9C,,,
5603,5C,AC,KS,8H,,,
5604,5C,8H,6S,,,,
5605,3H,9H,AH,2S,,,
5606,6C,JC,AD,8C,,,
5607,10H,QD,KH,,,,
5608,JS,5S,10S,,,,
5609,QH,KD,3D,,,,
5610,9S,KS,6C,,,,
5611,QD,AH,8D,,,,
5612,KD,5S,QS,,,,
5613,2C,4H,3S,9D,,,
5614,3D,AC,AH,10H,5C,3C,
5615,AH,5S,AD,10C,JS,,
5616,6D,2S,QD,AH,6C,,
5617,6S,3S,10S,QS,,,
5618,6H,8H,KH,,,,
5619,AD,9D,9C,,,,
5620,7C,AD,KD,5C,,,
5621,AS,QS,3S,,,,
5622,9S,9C,9D,,,,
5623,QS,2H,4C,,,,
5624,2S,10S,5S,6H,,,
5625,6S,4H,3H,,,,
5626,AH,8H,10H,,,,
5627,KH,QS,8S,,,,
5628,7C,6H,6D,,,,
5629,AC,3D,9D,,,,
5630,AH,9C,10C,,,,
5631,5D,KC,QC,,,,
5632,AD,JH,10C,,,,
5633,QD,10C,10S,,,,
5634,KD,3C,6C,JD,,,
5635,KH,3D,6S,7H,,,
5636,2C,KH,AC,KC,,,
5637,KS,9D,10S,,,,
5638,7S,AD,AS,,,,
5639,3D,JD,3S,5S,,,
5640,QC,7D,AD,,,,
5641,JS,JD,5H,,,,
5642,3S,JH,4S,4H,,,
5643,KC,6S,KS,,,,
5644,QH,10S,QS,,,,
5645,5C,9D,6S,AH,,,
5646,4H,8C,KC,,,,
5647,5C,8D,QH,,,,
5648,3S,10C,QS,,,,
5649,6S,7H,7C,6H,,,
5650,6D,4C,7D,,,,
5651,6C,5H,2D,9D,,,
5652,2D,KD,4D,6S,,,
5653,7H,4D,QH,,,,
5654,AD,6D,4H,5S,10S,,
5655,QC,JS,7D,,,,
5656,QH,7C,JS,,,,
5657,KS,9S,10S,,,,
5658,KC,4C,10S,,,,
5659,KH,9H,5C,,,,
5660,2C,8C,10S,,,,
5661,9H,3C,6C,JD,,,
5662,5H,3H,AS,,,,
5663,JD,AH,KC,,,,
5664,3H,5D,9C,6H,,,
5665,5H,QH,KH,,,,
5666,7C,2H,7H,,,,
5667,KD,2D,10H,,,,
5668,10H,AD,6C,,,,
5669,7D,AC,QD,JS,,,
5670,AH,10D,10S,,,,
5671,AH,AC,8D,2D,JH,,
5672,AH,10D,8C,2S,,,
5673,3S,4H,6S,QS,,,
5674,KC,7S,4C,,,,
5675,QH,6S,7C,,,,
5676,QS,10C,6S,,,,
5677,JS,3D,JD,,,,
5678,KC,5H,4H,AH,AD,,
5679,QH,8S,QS,,,,
5680,QD,2C,JD,,,,
5681,KS,KD,6S,,,,
5682,8S,2C,6C,KD,,,
5683,6C,7H,9S,,,,
5684,3S,6D,4H,QS,,,
5685,10C,AC,2H,2C,5S,,
5686,7H,AH,2C,6H,,,
5687,AH,QH,7H,,,,
5688,9D,JD,9S,,,,
5689,10D,2S,6S,10H,,,
5690,QS,JS,AD,,,,
5691,QH,JD,8D,,,,
5692,AD,5S,6C,,,,
5693,7D,KH,9H,,,,
5694,5C,4S,3S,8D,3H,,
5695,KS,6S,9H,,,,
5696,3S,9C,JS,,,,
5697,AD,4S,6H,KD,,,
5698,9C,KS,6S,,,,
5699,5H,6D,3D,,,,
5700,4C,AH,6D,,,,
5701,10S,6C,8H,,,,
5702,KS,AD,QH,,,,
5703,3S,JS,QC,,,,
5704,3D,JS,KD,,,,
5705,5S,4S,QC,,,,
5706,6C,4H,2C,,,,
5707,4H,KD,2S,5S,,,
5708,8C,QC,8S,,,,
5709,JH,JS,QH,,,,
5710,AD,5D,4S,,,,
5711,3H,QH,2S,6C,,,
5712,AD,2C,KD,6H,4D,,
5713,10H,8H,4D,,,,
5714,AH,AD,10S,6D,4H,,
5715,8D,JS,5D,,,,
5716,8H,9D,KH,,,,
5717,JC,QD,3D,,,,
5718,3S,3C,2S,4S,,,
5719,2S,QC,3C,KC,,,
5720,4C,7C,4D,6S,,,
5721,9S,AH,AS,9H,,,
5722,AS,AC,AD,6H,,,
5723,KH,3D,4D,5H,,,
5724,QS,JH,6S,,,,
5725,AC,9S,2S,,,,
5726,10S,5S,7H,,,,
5727,4S,QC,QH,,,,
5728,6H,2H,10C,,,,
5729,2D,10D,7H,6C,,,
5730,5C,10H,AC,2H,4S,,
5731,6D,9C,10H,,,,
5732,8D,7D,10C,,,,
5733,QS,8S,6S,,,,
5734,7D,4C,8S,,,,
5735,KD,10D,9S,,,,
5736,5H,9H,3H,,,,
5737,2H,7H,5S,AS,,,
5738,9S,JH,KH,,,,
5739,7S,QC,KS,,,,
5740,5H,10D,7C,,,,
5741,QD,2C,JD,,,,
5742,7S,9H,KH,,,,
5743,KC,JD,10C,,,,
5744,7C,3H,7D,8S,,,
5745,JD,9H,10H,,,,
5746,4H,4S,10D,9H,,,
5747,9C,10H,5S,,,,
5748,2H,AS,3H,,,,
5749,9C,10D,5C,,,,
5750,AD,8S,3S,KC,,,
5751,KS,QC,10D,,,,
5752,5C,2S,5H,,,,
5753,8H,10C,KC,,,,
5754,5S,2H,AD,,,,
5755,AS,2H,2D,,,,
5756,5C,QH,5H,,,,
5757,5S,3D,4H,,,,
5758,KD,10D,7H,,,,
5759,QC,4S,8H,,,,
5760,5S,8H,QC,,,,
5761,2S,4C,7C,KH,,,
5762,7C,JH,3H,5C,,,
5763,QH,7H,4H,,,,
5764,10H,7C,10C,,,,
5765,9D,6H,5S,3S,,,
5766,3S,3C,7S,7H,KC,,
5767,10S,3S,AH,AS,7D,,
5768,8D,7D,JD,,,,
5769,5C,8C,JS,,,,
5770,KS,9C,3C,,,,
5771,9C,AS,2S,JH,,,
5772,2D,10C,QC,,,,
5773,3C,JH,JC,,,,
5774,JD,4H,9S,,,,
5775,4S,KD,7H,,,,
5776,3S,8S,QS,,,,
5777,AC,9D,8C,KC,,,
5778,7S,8H,7H,,,,
5779,6C,JH,8C,,,,
5780,2H,2D,5D,,,,
5781,KH,AS,6C,QD,,,
5782,QH,2S,5D,4C,,,
5783,6H,5S,8C,7S,,,
5784,6S,KS,6H,,,,
5785,6C,10H,10S,,,,
5786,QH,QD,7S,,,,
5787,9D,9S,2S,2H,,,
5788,JD,AS,7H,,,,
5789,8D,4H,7C,9C,,,
5790,9H,2S,8C,6C,,,
5791,QH,3S,8H,,,,
5792,AS,5C,4D,,,,
5793,3S,7C,6S,,,,
5794,5H,AH,4C,8S,,,
5795,10S,4D,JC,,,,
5796,8H,3S,KS,,,,
5797,3C,10C,8D,,,,
5798,JD,8C,QC,,,,
5799,AD,2D,QH,4D,,,
5800,3H,6H,7D,,,,
5801,6D,2D,QC,,,,
5802,10C,6D,4S,3H,,,
5803,3H,6S,AD,9D,5C,,
5804,10H,9H,4S,,,,
5805,2H,8C,QD,JD,,,
5806,KC,JS,10C,,,,
5807,JS,3C,10H,,,,
5808,QD,9D,KH,,,,
5809,4S,6S,5S,3C,JH,,
5810,3S,3D,5D,,,,
5811,7C,6H,QC,,,,
5812,5H,AH,4H,AC,6C,,
5813,6C,6S,5C,AD,,,
5814,2D,8S,6H,KD,,,
5815,5C,QD,2C,,,,
5816,AC,3C,JS,,,,
5817,AD,9H,2S,,,,
5818,4D,QH,4S,8S,,,
5819,KC,2C,6D,,,,
5820,QS,8H,4C,,,,
5821,3C,8D,QH,,,,
5822,2C,8H,6C,2H,4H,,
5823,10D,5D,QD,,,,
5824,8D,KD,5S,,,,
5825,AC,4H,5C,9S,,,
5826,KD,8D,KS,,,,
5827,6S,JC,QC,,,,
5828,KD,2S,JS,,,,
5829,5D,10S,AC,,,,
5830,4C,2C,3S,,,,
5831,AS,2D,KD,,,,
5832,10D,3H,8C,,,,
5833,7D,3D,JC,2H,,,
5834,QC,KD,8D,,,,
5835,2D,10D,5D,,,,
5836,9S,5C,3C,,,,
5837,KS,5S,6H,,,,
5838,8H,3S,AH,,,,
5839,KS,QC,4C,,,,
5840,9H,5S,10C,,,,
5841,JH,7C,4H,,,,
5842,AC,QS,2S,KC,,,
5843,5H,AS,AH,KC,,,
5844,9D,AC,3C,,,,
5845,5S,8H,JD,,,,
5846,4H,JS,2C,4C,5D,,
5847,JS,7D,4D,,,,
5848,JH,AC,4D,,,,
5849,KH,JS,QH,,,,
5850,3D,QD,3H,,,,
5851,JS,KS,5D,,,,
5852,KH,4H,5H,6S,,,
5853,8H,9S,9C,,,,
5854,6C,2H,6D,,,,
5855,6S,KD,AC,,,,
5856,2H,10D,KC,,,,
5857,3H,QD,9C,,,,
5858,6S,JS,4C,QC,,,
5859,9C,6H,3H,AD,,,
5860,5S,AC,8H,,,,
5861,2S,QS,9H,,,,
5862,5C,2C,AC,3D,,,
5863,AH,AC,3S,2H,,,
5864,10C,5C,AC,7C,,,
5865,2S,3S,8H,,,,
5866,2S,QH,AD,,,,
5867,8H,6D,2S,KC,,,
5868,4C,7S,10C,,,,
5869,3S,6C,8H,,,,
5870,3C,4C,5H,5D,KC,,
5871,9S,QH,JC,,,,
5872,10H,4C,3C,,,,
5873,2S,7D,4H,KC,,,
5874,AS,10C,KD,,,,
5875,KC,7S,5D,,,,
5876,2D,4C,KC,6C,,,
5877,QD,5D,JH,,,,
5878,6D,QS,JH,,,,
5879,KD,QD,8C,,,,
5880,6H,AD,7D,9C,,,
5881,6H,5D,6C,,,,
5882,4C,9C,9S,,,,
5883,3S,8H,5S,4H,,,
5884,6S,JH,9C,,,,
5885,7C,9H,JS,,,,
5886,AC,JD,5D,,,,
5887,3H,8C,4S,7S,,,
5888,QH,AC,4C,,,,
5889,9S,AS,6H,,,,
5890,8D,AD,KS,10C,,,
5891,QD,2S,7S,,,,
5892,10C,7D,JC,,,,
5893,KS,10D,4H,,,,
5894,9H,4H,5S,,,,
5895,KH,4S,10S,,,,
5896,9D,2D,AH,,,,
5897,3H,3D,6D,9S,,,
5898,8C,2S,3H,JH,,,
5899,5S,10S,QC,,,,
5900,7D,7H,AH,4H,2H,,
5901,10C,QS,7H,,,,
5902,6S,3S,KD,,,,
5903,JS,2C,10S,,,,
5904,2D,2H,7D,6H,8C,,
5905,5S,2D,AC,5C,JD,,
5906,7H,10C,7D,,,,
5907,2D,9C,7H,2C,KC,,
5908,8H,3D,QS,,,,
5909,8C,6C,7S,,,,
5910,4S,3D,4D,,,,
5911,2D,9S,8S,,,,
5912,KS,10S,2S,,,,
5913,3H,9S,5H,,,,
5914,AH,10D,5H,,,,
5915,4D,9H,7H,9D,,,
5916,4D,9S,JC,,,,
5917,KH,2C,5S,3S,,,
5918,5H,10H,3S,,,,
5919,6H,6S,4H,2H,3H,,
5920,JD,AD,9H,8H,,,
5921,8D,QH,10H,,,,
5922,5S,JD,5C,,,,
5923,2D,8S,6D,,,,
5924,3S,2S,8S,JH,,,
5925,6D,KH,10C,,,,
5926,9S,7D,KS,,,,
5927,9D,9C,5D,,,,
5928,7C,6S,3C,,,,
5929,5H,QD,5C,,,,
5930,AC,AS,10H,8H,AH,,
5931,6D,2D,6C,7H,,,
5932,JC,8S,6S,,,,
5933,QD,2H,8S,,,,
5934,JD,6C,KD,,,,
5935,10D,3S,KC,,,,
5936,QC,5D,3D,,,,
5937,5C,7H,6H,10C,,,
5938,2H,AS,9D,5D,JS,,
5939,KS,7C,9D,,,,
5940,7D,8D,2D,8H,,,
5941,8S,KC,QH,,,,
5942,10S,3H,5S,,,,
5943,9C,JC,7H,,,,
5944,9S,3D,5C,,,,
5945,6S,9S,8D,,,,
5946,6D,7C,5S,,,,
5947,AC,3D,5S,,,,
5948,9C,QH,2C,,,,
5949,AS,AC,5S,3C,,,
5950,QS,AH,6C,,,,
5951,10H,10D,4S,,,,
5952,KD,8D,3C,,,,
5953,KS,2D,KD,,,,
5954,6C,JC,KD,,,,
5955,KH,AC,QS,,,,
5956,4D,10S,9H,,,,
5957,KH,AC,5D,JD,,,
5958,8S,JD,7H,,,,
5959,6H,7D,4C,,,,
5960,5D,9H,10D,,,,
5961,4S,10S,QS,,,,
5962,JD,9C,7C,,,,
5963,2H,AC,5H,6D,5D,,
5964,AH,8S,QS,6C,,,
5965,8D,3D,7H,,,,
5966,10S,10C,4S,,,,
5967,4S,5C,7S,6D,,,
5968,5H,AC,AD,7S,4S,10H,
5969,10C,9H,9C,,,,
5970,5C,AS,KC,,,,
5971,QH,4D,QS,,,,
5972,2S,2D,6H,8H,KD,,
5973,3C,3H,8D,KC,,,
5974,6H,JS,3H,6D,,,
5975,AS,6S,KC,8C,,,
5976,6S,4H,JH,,,,
5977,2H,3S,QC,JH,,,
5978,8S,3H,10H,,,,
5979,KS,3D,3C,6S,,,
5980,4H,JS,8S,,,,
5981,5S,3D,7C,,,,
5982,JH,8D,2S,,,,
5983,8H,3C,2H,KC,,,
5984,QD,9C,KS,,,,
5985,8H,JH,JS,,,,
5986,AC,10H,QC,,,,
5987,JS,9D,QS,,,,
5988,9S,2D,6C,,,,
5989,9H,KD,7D,,,,
5990,QD,7S,6H,,,,
5991,6S,6D,9D,,,,
5992,10C,9S,3S,,,,
5993,QH,2S,6D,5H,,,
5994,AS,4H,JS,2H,QS,,
5995,6H,5H,6S,,,,
5996,5C,2C,4H,,,,
5997,3S,6H,3D,,,,
5998,7C,3C,3D,4S,,,
5999,KH,4H,6C,5D,,,
6000,KH,JC,8H,,,,
6001,JC,JS,QC,,,,
6002,10D,QH,4H,,,,
6003,5D,8C,2S,,,,
6004,8C,KH,9H,,,,
6005,QH,2C,9H,,,,
6006,8H,JD,2S,4S,,,
6007,8S,4H,4S,6D,,,
6008,9S,6H,4S,JC,,,
6009,JD,7C,2H,9C,,,
6010,5S,3S,10S,5D,,,
6011,6C,AS,10C,,,,
6012,4S,10S,6C,,,,
6013,6S,7D,7C,QD,,,
6014,7H,KS,5S,,,,
6015,7D,QS,7C,,,,
6016,4H,QS,6D,3C,,,
6017,2D,4H,6S,5C,3H,5D,
6018,7S,KS,4C,,,,
6019,4H,8H,QS,,,,
6020,5H,KH,10C,,,,
6021,3D,9D,5D,JS,,,
6022,7D,5C,10S,,,,
6023,AH,2S,QC,8S,,,
6024,3H,5C,3D,,,,
6025,JS,9H,2C,,,,
6026,8C,2H,3S,10H,,,
6027,6C,JS,JC,,,,
6028,AS,5H,QH,7S,,,
6029,KD,7C,6H,,,,
6030,JC,2D,QC,,,,
6031,QS,6H,4H,JH,,,
6032,5S,2C,2S,,,,
6033,2S,6C,10S,9C,,,
6034,5S,9S,KC,,,,
6035,10C,10H,AH,,,,
6036,8D,10C,4D,,,,
6037,QC,9C,KH,,,,
6038,8C,4C,KC,,,,
6039,6H,7S,10H,,,,
6040,4D,JS,JD,,,,
6041,6H,QC,KC,,,,
6042,4H,2H,9H,,,,
6043,JC,10S,JH,,,,
6044,7S,JS,10H,,,,
6045,4C,6C,8H,3C,,,
6046,QD,9D,KC,,,,
6047,3C,9S,4S,AS,QH,,
6048,8S,AS,4C,6C,6S,,
6049,9C,QD,5C,,,,
6050,3S,KC,5H,2H,,,
6051,5S,10H,3S,8D,,,
6052,4D,7H,2D,,,,
6053,9H,6H,9C,,,,
6054,8C,AD,AH,2H,,,
6055,QH,9D,JC,,,,
6056,JS,5C,2C,,,,
6057,AH,10C,JS,,,,
6058,4H,4S,2S,6S,,,
6059,QD,5D,KH,,,,
6060,JS,6C,5H,,,,
6061,AH,KH,7C,5S,,,
6062,AD,8C,KC,9D,,,
6063,2D,7C,5C,JD,,,
6064,JS,QH,5S,,,,
6065,7D,5C,3H,KS,,,
6066,4S,8S,3S,KS,,,
6067,KD,KS,KC,,,,
6068,3D,AD,6C,,,,
6069,7H,2D,KS,6H,,,
6070,JS,8S,10H,,,,
6071,4H,6D,5C,,,,
6072,KS,3S,9C,,,,
6073,2S,KH,QH,,,,
6074,9H,10C,7S,,,,
6075,3D,6D,KD,6H,,,
6076,KC,4D,10H,,,,
6077,9S,JS,8S,,,,
6078,KS,JD,6S,,,,
6079,QH,9D,10D,,,,
6080,2C,JD,2H,8D,,,
6081,AH,9H,KS,10S,,,
6082,6D,AH,AD,9D,QD,,
6083,AH,6S,KH,,,,
6084,8S,QS,10H,,,,
6085,KD,4D,QH,,,,
6086,AS,KS,6C,10H,,,
6087,3C,QS,7C,,,,
6088,3S,10C,9D,,,,
6089,7S,6C,AD,3S,,,
6090,2D,3D,7D,QC,,,
6091,10H,4S,KC,,,,
6092,QC,8S,7C,,,,
6093,10C,3H,5S,,,,
6094,5D,5H,JS,3S,,,
6095,KD,8C,8S,,,,
6096,6H,4C,JH,,,,
6097,3D,10D,9H,,,,
6098,9D,7D,2C,,,,
6099,9C,AS,6D,10S,,,
6100,3C,QD,AH,5H,,,
6101,6H,AS,8H,3H,JD,,
6102,QC,9D,3D,,,,
6103,QC,2S,AS,,,,
6104,10S,QH,QS,,,,
6105,3S,JH,6S,2H,,,
6106,10C,5S,10H,,,,
6107,5D,JD,8S,,,,
6108,AH,10D,6D,AC,8H,,
6109,10H,9D,QS,,,,
6110,5C,JH,8H,,,,
6111,JS,3S,8C,,,,
6112,6C,5D,QS,,,,
6113,8H,4H,AD,KC,,,
6114,KC,8D,7S,,,,
6115,5D,6D,9H,,,,
6116,KD,4C,AH,6C,,,
6117,7H,JC,2D,9D,,,
6118,JC,3H,KH,,,,
6119,3D,8H,7D,,,,
6120,KS,7C,6S,,,,
6121,7H,7S,5C,6H,,,
6122,10S,2S,5D,,,,
6123,AH,6D,8H,,,,
6124,5C,KC,9C,,,,
6125,6S,6D,KC,,,,
6126,5D,10D,3S,,,,
6127,9S,KD,10S,,,,
6128,5C,7D,JD,,,,
6129,KS,7H,JH,,,,
6130,8D,AD,2C,JD,,,
6131,JS,JC,7S,,,,
6132,AS,4S,QH,,,,
6133,10S,4C,AS,JC,,,
6134,3D,9D,2D,,,,
6135,JS,4S,5H,,,,
6136,JH,JC,AC,,,,
6137,10D,7H,10H,,,,
6138,4S,AS,10S,,,,
6139,4D,8S,5H,7D,,,
6140,8H,10S,AD,,,,
6141,3D,4S,10D,KS,,,
6142,QC,KS,7H,,,,
6143,3C,7H,JD,9H,,,
6144,3H,7C,AH,3S,,,
6145,3C,8D,6C,5C,,,
6146,6D,5D,JS,,,,
6147,5H,7S,3D,KD,,,
6148,QD,2H,7S,,,,
6149,4C,9D,9C,,,,
6150,JD,AS,9D,,,,
6151,5C,5D,AC,AD,,,
