,Card0,Card1,Card2,Card3,Card4,Card5,H/S,W/L,Answer,Final,P_Score,D_Score
2951,AH,2S,9H,,,,0.0,0.0,1.0,1.0,12,19
2952,4S,7H,,,,,0.0,1.0,0.0,1.0,11,25
2953,3H,3C,,,,,0.0,0.0,1.0,1.0,6,14
2954,10H,JD,,,,,1.0,0.0,0.0,1.0,24,10
2955,9D,JS,,,,,1.0,0.0,0.0,1.0,25,16
2956,5H,5D,,,,,1.0,1.0,1.0,0.0,12,13
2957,5H,5D,2S,,,,0.0,0.0,1.0,1.0,12,13
2958,2C,9D,,,,,1.0,1.0,1.0,0.0,19,12
2959,2C,9D,8D,,,,0.0,1.0,0.0,1.0,19,12
2960,9H,2D,,,,,1.0,1.0,1.0,0.0,14,8
2961,9H,2D,3D,,,,0.0,1.0,0.0,1.0,14,24
2962,6S,JC,,,,,0.0,0.0,1.0,1.0,16,18
2963,5S,7C,,,,,0.0,1.0,0.0,1.0,12,26
2964,QD,JH,,,,,0.0,1.0,0.0,1.0,20,13
2965,4H,10C,,,,,0.0,0.0,1.0,1.0,14,19
2966,QD,4C,,,,,1.0,0.0,0.0,1.0,24,18
2967,JH,QH,,,,,0.0,1.0,0.0,1.0,20,18
2968,4H,KC,,,,,1.0,1.0,1.0,0.0,20,17
2969,4H,KC,6D,,,,1.0,0.0,0.0,1.0,28,17
2970,2C,AH,,,,,0.0,0.0,1.0,1.0,13,14
2971,7H,4C,,,,,1.0,1.0,1.0,0.0,19,9
2972,7H,4C,8H,,,,0.0,1.0,0.0,1.0,19,9
2973,10S,KD,,,,,1.0,0.0,0.0,1.0,25,7
2974,6H,7C,,,,,0.0,0.0,1.0,1.0,13,15
2975,AS,8S,,,,,0.0,1.0,0.0,1.0,19,22
2976,2D,7S,,,,,0.0,1.0,0.0,1.0,9,23
2977,QS,JC,,,,,1.0,0.0,0.0,1.0,22,11
2978,8C,10C,,,,,0.0,1.0,0.0,1.0,18,28
2979,6H,JS,,,,,0.0,1.0,0.0,1.0,16,28
2980,8C,KD,,,,,1.0,0.0,0.0,1.0,23,18
2981,10D,4H,,,,,0.0,1.0,0.0,1.0,14,25
2982,KD,9S,,,,,0.0,1.0,0.0,1.0,19,17
2983,9C,8H,,,,,1.0,1.0,1.0,0.0,18,9
2984,9C,8H,AH,,,,1.0,0.0,0.0,1.0,22,19
2985,6D,2S,,,,,1.0,1.0,1.0,0.0,18,20
2986,6D,2S,10D,,,,1.0,0.0,0.0,1.0,23,20
2987,5D,9S,,,,,0.0,1.0,0.0,1.0,14,30
2988,2H,QD,,,,,1.0,1.0,1.0,0.0,16,13
2989,2H,QD,4H,,,,0.0,1.0,0.0,1.0,16,13
2990,AC,4C,,,,,0.0,1.0,0.0,1.0,15,13
2991,JC,8S,,,,,0.0,1.0,0.0,1.0,18,10
2992,10H,9H,,,,,1.0,0.0,0.0,1.0,29,16
2993,8H,6H,,,,,1.0,1.0,1.0,0.0,17,7
2994,8H,6H,3H,,,,1.0,0.0,0.0,1.0,27,7
2995,3C,7S,,,,,0.0,0.0,1.0,1.0,10,14
2996,5D,AH,,,,,0.0,1.0,0.0,1.0,16,14
2997,JD,5D,,,,,1.0,0.0,0.0,1.0,23,14
2998,7S,6D,,,,,1.0,1.0,1.0,0.0,14,6
2999,7S,6D,AH,,,,0.0,0.0,1.0,1.0,14,16
3000,4H,AD,,,,,1.0,1.0,1.0,0.0,7,18
3001,4H,AD,2D,,,,0.0,0.0,1.0,1.0,17,18
3002,7C,2D,,,,,0.0,1.0,0.0,1.0,9,27
3003,5H,3C,,,,,1.0,1.0,1.0,0.0,13,20
3004,5H,3C,5D,,,,1.0,1.0,1.0,0.0,20,20
3005,5H,3C,5D,7S,,,1.0,0.0,0.0,1.0,29,20
3006,4H,AH,,,,,0.0,0.0,1.0,1.0,15,17
3007,3C,8H,,,,,1.0,1.0,1.0,0.0,12,15
3008,3C,8H,AD,,,,1.0,1.0,1.0,0.0,19,15
3009,3C,8H,AD,7D,,,1.0,1.0,1.0,0.0,20,15
3010,3C,8H,AD,7D,AC,,1.0,0.0,0.0,1.0,23,15
3011,QH,6H,,,,,0.0,1.0,0.0,1.0,16,11
3012,3C,QH,,,,,0.0,1.0,0.0,1.0,13,29
3013,8S,8D,,,,,1.0,1.0,1.0,0.0,19,11
3014,8S,8D,3C,,,,0.0,0.0,1.0,1.0,19,21
3015,8D,QD,,,,,0.0,1.0,0.0,1.0,18,8
3016,10C,4C,,,,,1.0,1.0,1.0,0.0,16,9
3017,10C,4C,2S,,,,1.0,0.0,0.0,1.0,23,9
3018,JS,2C,,,,,1.0,1.0,1.0,0.0,17,16
3019,JS,2C,5C,,,,1.0,0.0,0.0,1.0,27,16
3020,9C,3H,,,,,0.0,0.0,1.0,1.0,12,13
3021,8C,KH,,,,,0.0,1.0,0.0,1.0,18,25
3022,2S,KD,,,,,1.0,1.0,1.0,0.0,17,7
3023,2S,KD,5H,,,,1.0,0.0,0.0,1.0,23,17
3024,10S,4S,,,,,0.0,1.0,0.0,1.0,14,10
3025,5H,10H,,,,,1.0,0.0,0.0,1.0,24,19
3026,9D,7D,,,,,1.0,0.0,0.0,1.0,26,17
3027,QS,6C,,,,,1.0,1.0,1.0,0.0,20,11
3028,QS,6C,4H,,,,1.0,0.0,0.0,1.0,25,11
3029,7C,JC,,,,,0.0,0.0,1.0,1.0,17,20
3030,5S,JS,,,,,1.0,1.0,1.0,0.0,20,12
3031,5S,JS,5H,,,,0.0,1.0,0.0,1.0,20,22
3032,8C,6C,,,,,1.0,1.0,1.0,0.0,15,20
3033,8C,6C,AC,,,,0.0,0.0,1.0,1.0,15,20
3034,9H,2S,,,,,1.0,1.0,1.0,0.0,21,19
3035,QD,2C,,,,,1.0,1.0,1.0,0.0,13,5
3036,QD,2C,AC,,,,1.0,0.0,0.0,1.0,23,15
3037,4D,9S,,,,,1.0,1.0,1.0,0.0,19,19
3038,4D,9S,6C,,,,0.0,1.0,0.0,1.0,19,26
3039,8C,5D,,,,,0.0,1.0,0.0,1.0,13,24
3040,8S,3D,,,,,1.0,1.0,1.0,0.0,17,6
3041,8S,3D,6S,,,,1.0,0.0,0.0,1.0,26,6
3042,AS,AH,,,,,1.0,1.0,1.0,0.0,10,4
3043,AS,AH,8H,,,,0.0,1.0,0.0,1.0,20,14
3044,6C,10C,,,,,1.0,1.0,1.0,0.0,20,10
3045,6C,10C,4H,,,,0.0,1.0,0.0,1.0,20,18
3046,QH,3C,,,,,0.0,0.0,1.0,1.0,13,19
3047,7C,10H,,,,,1.0,0.0,0.0,1.0,25,17
3048,2C,4H,,,,,0.0,0.0,1.0,1.0,6,15
3049,3H,7S,,,,,0.0,0.0,1.0,1.0,10,15
3050,KH,2H,,,,,0.0,0.0,1.0,1.0,12,19
3051,5D,7C,,,,,0.0,1.0,0.0,1.0,12,23
3052,3D,5H,,,,,0.0,0.0,1.0,1.0,8,14
3053,KH,6S,,,,,1.0,1.0,1.0,0.0,18,15
3054,KH,6S,2D,,,,1.0,0.0,0.0,1.0,25,15
3055,5H,4C,,,,,1.0,1.0,1.0,0.0,16,12
3056,5H,4C,7H,,,,1.0,0.0,0.0,1.0,25,12
3057,9D,7S,,,,,1.0,0.0,0.0,1.0,22,15
3058,2H,6S,,,,,1.0,1.0,1.0,0.0,14,12
3059,2H,6S,6H,,,,0.0,1.0,0.0,1.0,14,12
3060,2C,5H,,,,,0.0,0.0,1.0,1.0,7,14
3061,5S,JC,,,,,0.0,0.0,1.0,1.0,15,16
3062,5S,9S,,,,,1.0,0.0,0.0,1.0,22,12
3063,3S,4H,,,,,1.0,1.0,1.0,0.0,15,19
3064,3S,4H,8S,,,,0.0,1.0,0.0,1.0,15,29
3065,5H,4D,,,,,1.0,1.0,1.0,0.0,16,12
3066,5H,4D,7D,,,,1.0,0.0,0.0,1.0,26,12
3067,AD,3H,,,,,0.0,1.0,0.0,1.0,14,12
3068,JS,4H,,,,,1.0,1.0,1.0,0.0,18,6
3069,JS,4H,4S,,,,0.0,1.0,0.0,1.0,18,6
3070,QS,3S,,,,,0.0,1.0,0.0,1.0,13,27
3071,3C,8S,,,,,0.0,0.0,1.0,1.0,11,21
3072,9C,QH,,,,,0.0,1.0,0.0,1.0,19,27
3073,AC,AH,,,,,1.0,1.0,1.0,0.0,9,14
3074,AC,AH,7C,,,,0.0,1.0,0.0,1.0,19,14
3075,JS,JH,,,,,0.0,1.0,0.0,1.0,20,15
3076,3S,5S,,,,,1.0,1.0,1.0,0.0,9,15
3077,3S,5S,AC,,,,1.0,1.0,1.0,0.0,19,15
3078,3S,5S,AC,QH,,,1.0,0.0,0.0,1.0,27,15
3079,JS,QS,,,,,1.0,1.0,1.0,0.0,21,13
3080,3S,AH,,,,,0.0,1.0,0.0,1.0,14,22
3081,9D,AC,,,,,1.0,1.0,1.0,0.0,20,12
3082,9D,AC,KS,,,,0.0,1.0,0.0,1.0,20,16
3083,2H,7S,,,,,0.0,0.0,1.0,1.0,9,17
3084,4S,5S,,,,,1.0,1.0,1.0,0.0,19,18
3085,4S,5S,QD,,,,1.0,0.0,0.0,1.0,29,18
3086,8S,KC,,,,,0.0,1.0,0.0,1.0,18,30
3087,4H,AD,,,,,1.0,1.0,1.0,0.0,7,10
3088,4H,AD,2S,,,,1.0,1.0,1.0,0.0,9,10
3089,4H,AD,2S,2H,,,1.0,1.0,1.0,0.0,12,10
3090,4H,AD,2S,2H,3D,,0.0,1.0,0.0,1.0,12,10
3091,8H,10S,,,,,1.0,0.0,0.0,1.0,25,16
3092,6C,AS,,,,,1.0,1.0,1.0,0.0,12,18
3093,6C,AS,5H,,,,1.0,1.0,1.0,0.0,21,18
3094,6H,7C,,,,,0.0,1.0,0.0,1.0,13,28
3095,8H,6S,,,,,0.0,0.0,1.0,1.0,14,20
3096,2H,QS,,,,,1.0,0.0,0.0,1.0,22,6
3097,KS,6C,,,,,1.0,0.0,0.0,1.0,26,17
3098,AS,5H,,,,,0.0,1.0,0.0,1.0,16,13
3099,6D,9S,,,,,1.0,0.0,0.0,1.0,25,20
3100,KD,5C,,,,,0.0,0.0,1.0,1.0,15,16
3101,2D,7H,,,,,1.0,1.0,1.0,0.0,17,8
3102,2D,7H,8C,,,,0.0,1.0,0.0,1.0,17,13
3103,JH,QC,,,,,0.0,1.0,0.0,1.0,20,20
3104,3C,8S,,,,,0.0,1.0,0.0,1.0,11,30
3105,KS,KH,,,,,1.0,0.0,0.0,1.0,26,8
3106,10S,9S,,,,,0.0,1.0,0.0,1.0,19,11
3107,2H,QH,,,,,1.0,0.0,0.0,1.0,22,15
3108,4C,AS,,,,,0.0,1.0,0.0,1.0,15,12
3109,JH,7C,,,,,0.0,0.0,1.0,1.0,17,19
3110,2H,7D,,,,,0.0,0.0,1.0,1.0,9,15
3111,5S,JH,,,,,0.0,1.0,0.0,1.0,15,22
3112,10S,3C,,,,,0.0,0.0,1.0,1.0,13,18
3113,3S,6S,,,,,0.0,1.0,0.0,1.0,9,28
3114,5H,6H,,,,,1.0,1.0,1.0,0.0,15,17
3115,5H,6H,4H,,,,1.0,0.0,0.0,1.0,22,17
3116,10S,7D,,,,,0.0,1.0,0.0,1.0,17,8
3117,6C,5S,,,,,1.0,1.0,1.0,0.0,16,19
3118,6C,5S,5H,,,,1.0,0.0,0.0,1.0,24,19
3119,8D,KC,,,,,0.0,1.0,0.0,1.0,18,25
3120,7D,AD,,,,,0.0,0.0,1.0,1.0,18,20
3121,JH,4C,,,,,1.0,1.0,1.0,0.0,15,13
3122,JH,4C,AD,,,,1.0,0.0,0.0,1.0,25,13
3123,9H,5D,,,,,1.0,0.0,0.0,1.0,23,12
3124,2C,3S,,,,,1.0,1.0,1.0,0.0,15,10
3125,2C,3S,KC,,,,1.0,0.0,0.0,1.0,25,10
3126,8S,KD,,,,,1.0,1.0,1.0,0.0,20,3
3127,8S,KD,2D,,,,1.0,0.0,0.0,1.0,29,13
3128,QC,3D,,,,,0.0,0.0,1.0,1.0,13,16
3129,7D,9S,,,,,0.0,1.0,0.0,1.0,16,10
3130,JD,2C,,,,,1.0,1.0,1.0,0.0,21,11
3131,3S,4C,,,,,0.0,0.0,1.0,1.0,7,21
3132,KD,7S,,,,,0.0,1.0,0.0,1.0,17,11
3133,4C,KC,,,,,0.0,0.0,1.0,1.0,14,16
3134,QC,7S,,,,,1.0,0.0,0.0,1.0,23,18
3135,9D,5H,,,,,1.0,0.0,0.0,1.0,22,16
3136,6D,5S,,,,,1.0,1.0,1.0,0.0,16,11
3137,6D,5S,5H,,,,0.0,0.0,1.0,1.0,16,20
3138,8C,10S,,,,,1.0,1.0,1.0,0.0,21,13
3139,2D,JS,,,,,1.0,1.0,1.0,0.0,13,11
3140,2D,JS,AH,,,,1.0,1.0,1.0,0.0,19,11
3141,2D,JS,AH,6D,,,0.0,0.0,1.0,1.0,19,21
3142,5H,QS,,,,,1.0,0.0,0.0,1.0,22,18
3143,9C,QS,,,,,1.0,0.0,0.0,1.0,23,10
3144,4S,8C,,,,,1.0,1.0,1.0,0.0,19,9
3145,4S,8C,7D,,,,0.0,1.0,0.0,1.0,19,9
3146,3D,9D,,,,,1.0,1.0,1.0,0.0,16,20
3147,3D,9D,4S,,,,1.0,0.0,0.0,1.0,26,20
3148,6H,8D,,,,,0.0,1.0,0.0,1.0,14,25
3149,3C,QC,,,,,1.0,0.0,0.0,1.0,23,11
3150,2D,9H,,,,,1.0,1.0,1.0,0.0,16,20
3151,2D,9H,5D,,,,0.0,1.0,0.0,1.0,16,26
3152,10C,5H,,,,,0.0,1.0,0.0,1.0,15,24
3153,8H,10D,,,,,1.0,0.0,0.0,1.0,25,13
3154,7C,10S,,,,,1.0,0.0,0.0,1.0,25,18
3155,7S,4S,,,,,1.0,1.0,1.0,0.0,12,14
3156,7S,4S,AC,,,,1.0,1.0,1.0,0.0,21,14
3157,5D,6H,,,,,1.0,1.0,1.0,0.0,21,19
3158,QS,9H,,,,,0.0,1.0,0.0,1.0,19,25
3159,9D,8D,,,,,1.0,1.0,1.0,0.0,21,14
3160,3H,7S,,,,,1.0,1.0,1.0,0.0,20,11
3161,3H,7S,10C,,,,0.0,1.0,0.0,1.0,20,19
3162,3D,2H,,,,,1.0,1.0,1.0,0.0,15,9
3163,3D,2H,10S,,,,1.0,1.0,1.0,0.0,17,9
3164,3D,2H,10S,2D,,,1.0,1.0,1.0,0.0,21,9
3165,4D,4S,,,,,1.0,1.0,1.0,0.0,18,11
3166,4D,4S,QD,,,,0.0,0.0,1.0,1.0,18,21
3167,AS,3S,,,,,1.0,1.0,1.0,0.0,6,11
3168,AS,3S,2C,,,,0.0,1.0,0.0,1.0,16,11
3169,6C,8C,,,,,1.0,1.0,1.0,0.0,17,3
3170,6C,8C,3C,,,,1.0,0.0,0.0,1.0,27,13
3171,3C,5C,,,,,1.0,1.0,1.0,0.0,18,11
3172,3C,5C,10H,,,,0.0,0.0,1.0,1.0,18,21
3173,QS,8S,,,,,1.0,0.0,0.0,1.0,24,19
3174,9S,8H,,,,,0.0,1.0,0.0,1.0,17,16
3175,QC,6C,,,,,0.0,1.0,0.0,1.0,16,26
3176,10D,9S,,,,,1.0,0.0,0.0,1.0,29,16
3177,5S,6H,,,,,1.0,1.0,1.0,0.0,14,16
3178,5S,6H,3S,,,,0.0,0.0,1.0,1.0,14,16
3179,JS,7C,,,,,1.0,0.0,0.0,1.0,23,13
3180,7H,8H,,,,,1.0,1.0,1.0,0.0,19,4
3181,7H,8H,4C,,,,0.0,1.0,0.0,1.0,19,17
3182,3S,2S,,,,,0.0,0.0,1.0,1.0,5,9
3183,2H,4D,,,,,1.0,1.0,1.0,0.0,7,16
3184,2H,4D,AS,,,,1.0,1.0,1.0,0.0,17,16
3185,2H,4D,AS,KS,,,0.0,1.0,0.0,1.0,17,16
3186,2S,8H,,,,,0.0,0.0,1.0,1.0,10,16
3187,3C,2H,,,,,0.0,0.0,1.0,1.0,5,13
3188,10S,3H,,,,,1.0,1.0,1.0,0.0,20,12
3189,10S,3H,7C,,,,1.0,0.0,0.0,1.0,29,12
3190,8C,5S,,,,,0.0,0.0,1.0,1.0,13,21
3191,7C,9D,,,,,0.0,1.0,0.0,1.0,16,24
3192,6H,JC,,,,,0.0,1.0,0.0,1.0,16,24
3193,10C,9H,,,,,0.0,0.0,1.0,1.0,19,20
3194,8C,10H,,,,,1.0,0.0,0.0,1.0,28,11
3195,KD,JC,,,,,0.0,1.0,0.0,1.0,20,16
3196,8C,KC,,,,,0.0,1.0,0.0,1.0,18,24
3197,10H,4C,,,,,0.0,1.0,0.0,1.0,14,23
3198,2H,7D,,,,,1.0,1.0,1.0,0.0,10,19
3199,2H,7D,AH,,,,0.0,1.0,0.0,1.0,20,19
3200,7D,8H,,,,,0.0,1.0,0.0,1.0,15,23
3201,8C,2D,,,,,0.0,0.0,1.0,1.0,10,20
3202,QH,8C,,,,,0.0,1.0,0.0,1.0,18,22
3203,3S,6C,,,,,1.0,1.0,1.0,0.0,16,17
3204,3S,6C,7H,,,,1.0,1.0,1.0,0.0,18,17
3205,3S,6C,7H,2H,,,1.0,0.0,0.0,1.0,28,17
3206,4C,8H,,,,,0.0,1.0,0.0,1.0,12,23
3207,10H,2C,,,,,0.0,0.0,1.0,1.0,12,16
3208,8S,8D,,,,,1.0,0.0,0.0,1.0,23,11
3209,5D,10C,,,,,0.0,1.0,0.0,1.0,15,30
3210,4C,3D,,,,,1.0,1.0,1.0,0.0,13,17
3211,4C,3D,6D,,,,0.0,1.0,0.0,1.0,13,23
3212,6S,8S,,,,,0.0,0.0,1.0,1.0,14,16
3213,5H,AD,,,,,0.0,1.0,0.0,1.0,16,26
3214,6S,AH,,,,,0.0,0.0,1.0,1.0,17,16
3215,10H,2S,,,,,0.0,0.0,1.0,1.0,12,16
3216,5S,2H,,,,,0.0,0.0,1.0,1.0,7,17
3217,6D,9S,,,,,0.0,0.0,1.0,1.0,15,21
3218,4S,JD,,,,,0.0,1.0,0.0,1.0,14,23
3219,AD,2S,,,,,1.0,1.0,1.0,0.0,8,20
3220,AD,2S,5D,,,,1.0,1.0,1.0,0.0,11,20
3221,4H,QS,,,,,1.0,0.0,0.0,1.0,24,20
3222,9C,2C,,,,,1.0,1.0,1.0,0.0,20,11
3223,9C,2C,9D,,,,1.0,1.0,1.0,0.0,21,11
3224,9D,5D,,,,,1.0,1.0,1.0,0.0,17,13
3225,9D,5D,3C,,,,0.0,1.0,0.0,1.0,17,23
3226,2C,8D,,,,,1.0,1.0,1.0,0.0,12,20
3227,2C,8D,2H,,,,0.0,0.0,1.0,1.0,12,20
3228,5C,QD,,,,,0.0,1.0,0.0,1.0,15,23
3229,7H,5H,,,,,0.0,1.0,0.0,1.0,12,28
3230,QC,4C,,,,,1.0,0.0,0.0,1.0,23,12
3231,QH,JC,,,,,1.0,1.0,1.0,0.0,21,8
3232,QH,3C,,,,,0.0,1.0,0.0,1.0,13,23
3233,JS,8H,,,,,0.0,1.0,0.0,1.0,18,9
3234,QD,3S,,,,,0.0,0.0,1.0,1.0,13,19
3235,8C,7H,,,,,1.0,1.0,1.0,0.0,20,17
3236,8C,7H,5C,,,,0.0,0.0,1.0,1.0,20,21
3237,6C,QC,,,,,0.0,1.0,0.0,1.0,16,24
3238,KC,5C,,,,,1.0,1.0,1.0,0.0,21,20
3239,9C,AD,,,,,1.0,1.0,1.0,0.0,12,10
3240,9C,AD,2C,,,,0.0,1.0,0.0,1.0,12,10
3241,5D,JD,,,,,1.0,1.0,1.0,0.0,20,14
3242,5D,JD,5C,,,,0.0,1.0,0.0,1.0,20,24
3243,4C,2C,,,,,1.0,1.0,1.0,0.0,14,20
3244,4C,2C,8C,,,,0.0,0.0,1.0,1.0,14,20
3245,8C,8H,,,,,0.0,1.0,0.0,1.0,16,28
3246,QH,7C,,,,,0.0,1.0,0.0,1.0,17,15
3247,JD,4C,,,,,0.0,1.0,0.0,1.0,14,12
3248,9D,2D,,,,,1.0,1.0,1.0,0.0,21,19
3249,9C,5H,,,,,1.0,0.0,0.0,1.0,24,12
3250,7D,KD,,,,,1.0,0.0,0.0,1.0,27,20
3251,5C,JH,,,,,1.0,0.0,0.0,1.0,25,6
3252,JH,2C,,,,,0.0,0.0,1.0,1.0,12,16
3253,4S,4D,,,,,0.0,1.0,0.0,1.0,8,23
3254,8S,7C,,,,,0.0,1.0,0.0,1.0,15,12
3255,5C,5S,,,,,0.0,0.0,1.0,1.0,10,21
3256,3D,6D,,,,,0.0,0.0,1.0,1.0,9,11
3257,10H,2D,,,,,0.0,1.0,0.0,1.0,12,8
3258,2D,3H,,,,,1.0,1.0,1.0,0.0,15,15
3259,2D,3H,JS,,,,0.0,1.0,0.0,1.0,15,25
3260,8C,5D,,,,,1.0,1.0,1.0,0.0,19,17
3261,8C,5D,6S,,,,0.0,0.0,1.0,1.0,19,21
3262,KH,JS,,,,,0.0,1.0,0.0,1.0,20,18
3263,6D,JH,,,,,0.0,0.0,1.0,1.0,16,20
3264,3C,8D,,,,,0.0,1.0,0.0,1.0,11,30
3265,KH,6S,,,,,1.0,1.0,1.0,0.0,17,2
3266,KH,6S,AH,,,,0.0,1.0,0.0,1.0,17,12
3267,10C,2H,,,,,1.0,0.0,0.0,1.0,22,19
3268,AH,7H,,,,,0.0,1.0,0.0,1.0,18,23
3269,JD,7C,,,,,1.0,0.0,0.0,1.0,26,8
3270,QH,7H,,,,,0.0,1.0,0.0,1.0,17,12
3271,6S,JH,,,,,0.0,1.0,0.0,1.0,16,14
3272,2D,9H,,,,,0.0,0.0,1.0,1.0,11,20
3273,8H,JD,,,,,1.0,0.0,0.0,1.0,28,14
3274,2C,3S,,,,,0.0,1.0,0.0,1.0,5,27
3275,7C,3D,,,,,0.0,0.0,1.0,1.0,10,12
3276,QS,8S,,,,,1.0,1.0,1.0,0.0,19,15
3277,QS,8S,AC,,,,0.0,1.0,0.0,1.0,19,15
3278,2C,7C,,,,,0.0,1.0,0.0,1.0,9,24
3279,9H,KS,,,,,1.0,0.0,0.0,1.0,22,19
3280,QC,10H,,,,,0.0,1.0,0.0,1.0,20,14
3281,2H,3S,,,,,1.0,1.0,1.0,0.0,13,12
3282,2H,3S,8H,,,,0.0,1.0,0.0,1.0,13,12
3283,9H,KC,,,,,0.0,1.0,0.0,1.0,19,11
3284,KC,8D,,,,,0.0,1.0,0.0,1.0,18,16
3285,KH,JC,,,,,1.0,0.0,0.0,1.0,28,9
3286,7D,10C,,,,,1.0,1.0,1.0,0.0,19,13
3287,7D,10C,2S,,,,0.0,1.0,0.0,1.0,19,13
3288,6H,QS,,,,,0.0,0.0,1.0,1.0,16,20
3289,4C,7D,,,,,1.0,1.0,1.0,0.0,21,10
3290,6H,8C,,,,,1.0,1.0,1.0,0.0,16,13
3291,6H,8C,2C,,,,1.0,0.0,0.0,1.0,26,13
3292,KD,7S,,,,,0.0,1.0,0.0,1.0,17,17
3293,QC,4S,,,,,0.0,0.0,1.0,1.0,14,20
3294,6C,5H,,,,,0.0,0.0,1.0,1.0,11,18
3295,QC,5C,,,,,1.0,0.0,0.0,1.0,24,16
3296,KS,10S,,,,,0.0,1.0,0.0,1.0,20,11
3297,10D,5C,,,,,1.0,0.0,0.0,1.0,23,18
3298,8H,5S,,,,,0.0,1.0,0.0,1.0,13,22
3299,QH,9S,,,,,0.0,0.0,1.0,1.0,19,20
3300,5H,KC,,,,,1.0,1.0,1.0,0.0,18,13
3301,5H,KC,3S,,,,1.0,0.0,0.0,1.0,28,13
3302,4C,6S,,,,,0.0,1.0,0.0,1.0,10,30
3303,3D,3S,,,,,1.0,1.0,1.0,0.0,16,20
3304,3D,3S,10H,,,,1.0,0.0,0.0,1.0,22,20
3305,7S,JC,,,,,0.0,1.0,0.0,1.0,17,17
3306,KH,7H,,,,,0.0,0.0,1.0,1.0,17,18
3307,QD,7S,,,,,1.0,0.0,0.0,1.0,27,11
3308,2H,4D,,,,,0.0,1.0,0.0,1.0,6,24
3309,8S,3H,,,,,1.0,1.0,1.0,0.0,14,5
3310,8S,3H,3C,,,,0.0,1.0,0.0,1.0,14,23
3311,8D,6H,,,,,0.0,1.0,0.0,1.0,14,22
3312,10S,2D,,,,,1.0,0.0,0.0,1.0,22,19
3313,3C,6D,,,,,1.0,1.0,1.0,0.0,13,13
3314,3C,6D,4C,,,,0.0,1.0,0.0,1.0,13,13
3315,2C,8S,,,,,0.0,0.0,1.0,1.0,10,14
3316,7C,8S,,,,,0.0,1.0,0.0,1.0,15,23
3317,3S,9D,,,,,0.0,0.0,1.0,1.0,12,14
3318,KD,5D,,,,,1.0,0.0,0.0,1.0,25,17
3319,JC,5S,,,,,0.0,0.0,1.0,1.0,15,16
3320,7H,2D,,,,,0.0,0.0,1.0,1.0,9,16
3321,QH,4H,,,,,0.0,0.0,1.0,1.0,14,16
3322,5C,7S,,,,,0.0,1.0,0.0,1.0,12,12
3323,3H,JH,,,,,0.0,0.0,1.0,1.0,13,20
3324,QS,2D,,,,,0.0,1.0,0.0,1.0,12,25
3325,9H,6C,,,,,1.0,0.0,0.0,1.0,24,10
3326,7C,QH,,,,,0.0,1.0,0.0,1.0,17,25
3327,9C,3S,,,,,1.0,1.0,1.0,0.0,19,9
3328,9C,3S,7H,,,,1.0,0.0,0.0,1.0,24,19
3329,JS,7C,,,,,0.0,0.0,1.0,1.0,17,18
3330,8S,JS,,,,,0.0,1.0,0.0,1.0,18,11
3331,5H,7C,,,,,1.0,1.0,1.0,0.0,20,10
3332,5H,7C,8S,,,,1.0,0.0,0.0,1.0,30,10
3333,7H,2H,,,,,1.0,1.0,1.0,0.0,18,20
3334,7H,2H,9D,,,,0.0,0.0,1.0,1.0,18,20
3335,7H,6C,,,,,1.0,0.0,0.0,1.0,23,16
3336,KC,JD,,,,,0.0,1.0,0.0,1.0,20,11
3337,8C,AC,,,,,1.0,1.0,1.0,0.0,14,13
3338,8C,AC,5C,,,,0.0,1.0,0.0,1.0,14,13
3339,JD,KS,,,,,0.0,1.0,0.0,1.0,20,12
3340,9D,QC,,,,,0.0,0.0,1.0,1.0,19,21
3341,6D,5D,,,,,0.0,0.0,1.0,1.0,11,21
3342,3S,2D,,,,,0.0,0.0,1.0,1.0,5,12
3343,JC,9S,,,,,1.0,1.0,1.0,0.0,21,11
3344,9C,3S,,,,,1.0,1.0,1.0,0.0,18,15
3345,9C,3S,6C,,,,0.0,1.0,0.0,1.0,18,15
3346,2C,10C,,,,,1.0,1.0,1.0,0.0,21,16
3347,5D,7S,,,,,1.0,1.0,1.0,0.0,17,10
3348,5D,7S,5S,,,,0.0,1.0,0.0,1.0,17,12
3349,QH,10D,,,,,1.0,0.0,0.0,1.0,27,13
3350,9C,AH,,,,,0.0,1.0,0.0,1.0,20,10
3351,6H,KC,,,,,1.0,1.0,1.0,0.0,19,3
3352,6H,KC,3D,,,,1.0,0.0,0.0,1.0,27,13
3353,10D,8H,,,,,1.0,0.0,0.0,1.0,28,20
3354,KS,10S,,,,,1.0,0.0,0.0,1.0,29,16
3355,4D,3H,,,,,1.0,1.0,1.0,0.0,17,11
3356,4D,3H,JH,,,,1.0,0.0,0.0,1.0,27,21
3357,8H,5D,,,,,0.0,1.0,0.0,1.0,13,27
3358,JS,3S,,,,,1.0,1.0,1.0,0.0,14,20
3359,JS,3S,AH,,,,0.0,1.0,0.0,1.0,14,30
3360,2S,JH,,,,,0.0,1.0,0.0,1.0,12,11
3361,4C,6S,,,,,0.0,0.0,1.0,1.0,10,14
3362,2H,2C,,,,,1.0,1.0,1.0,0.0,7,11
3363,2H,2C,3C,,,,1.0,1.0,1.0,0.0,15,11
3364,2H,2C,3C,8S,,,0.0,1.0,0.0,1.0,15,11
3365,5S,JH,,,,,1.0,0.0,0.0,1.0,23,20
