,Card0,Card1,Card2,Card3,Card4,Card5,H/S,W/L,Answer,Final,P_Score,D_Score
2977,QD,3S,,,,,1.0,0.0,0.0,1.0,23,18
2978,6S,7H,,,,,1.0,0.0,0.0,1.0,23,21
2979,4D,9C,,,,,1.0,1.0,1.0,0.0,18,3
2980,4D,9C,5D,,,,1.0,1.0,1.0,0.0,19,3
2981,4D,9C,5D,AH,,,1.0,0.0,0.0,1.0,22,13
2982,8H,9H,,,,,1.0,1.0,1.0,0.0,20,14
2983,8H,9H,3S,,,,1.0,0.0,0.0,1.0,30,14
2984,7H,2S,,,,,0.0,0.0,1.0,1.0,9,11
2985,10S,2C,,,,,0.0,0.0,1.0,1.0,12,13
2986,7C,5S,,,,,0.0,0.0,1.0,1.0,12,19
2987,10D,QD,,,,,1.0,0.0,0.0,1.0,30,19
2988,JD,5D,,,,,1.0,0.0,0.0,1.0,23,21
2989,9S,8D,,,,,0.0,0.0,1.0,1.0,17,18
2990,2S,9H,,,,,0.0,0.0,1.0,1.0,11,19
2991,4D,8H,,,,,0.0,0.0,1.0,1.0,12,18
2992,5D,QC,,,,,0.0,0.0,1.0,1.0,15,21
2993,2C,2H,,,,,1.0,1.0,1.0,0.0,14,15
2994,2C,2H,JH,,,,1.0,1.0,1.0,0.0,20,15
2995,2C,2H,JH,6S,,,0.0,1.0,0.0,1.0,20,29
2996,5C,5H,,,,,1.0,1.0,1.0,0.0,20,12
2997,5C,5H,JS,,,,0.0,1.0,0.0,1.0,20,29
2998,JH,8C,,,,,0.0,0.0,1.0,1.0,18,20
2999,AS,AD,,,,,1.0,1.0,1.0,0.0,3,14
3000,AS,AD,AC,,,,0.0,0.0,1.0,1.0,13,14
3001,5H,9H,,,,,0.0,0.0,1.0,1.0,14,19
3002,7D,2C,,,,,1.0,1.0,1.0,0.0,13,20
3003,7D,2C,4C,,,,0.0,0.0,1.0,1.0,13,20
3004,QC,7D,,,,,1.0,1.0,1.0,0.0,20,16
3005,QC,7D,3D,,,,1.0,0.0,0.0,1.0,28,16
3006,3H,4D,,,,,0.0,0.0,1.0,1.0,7,11
3007,10H,QD,,,,,0.0,0.0,1.0,1.0,20,21
3008,10H,3H,,,,,1.0,1.0,1.0,0.0,21,6
3009,8S,AD,,,,,1.0,1.0,1.0,0.0,13,12
3010,8S,AD,4S,,,,1.0,1.0,1.0,0.0,14,12
3011,8S,AD,4S,AC,,,0.0,0.0,1.0,1.0,14,21
3012,3H,KS,,,,,0.0,1.0,0.0,1.0,13,22
3013,AC,8C,,,,,0.0,1.0,0.0,1.0,19,23
3014,JH,6H,,,,,1.0,1.0,1.0,0.0,17,10
3015,JH,6H,AS,,,,0.0,0.0,1.0,1.0,17,20
3016,9S,AD,,,,,1.0,1.0,1.0,0.0,19,10
3017,9S,AD,9D,,,,0.0,0.0,1.0,1.0,19,20
3018,7H,QS,,,,,1.0,0.0,0.0,1.0,25,15
3019,4C,8S,,,,,0.0,0.0,1.0,1.0,12,17
3020,QC,8H,,,,,0.0,1.0,0.0,1.0,18,22
3021,4H,AH,,,,,1.0,1.0,1.0,0.0,15,6
3022,4H,AH,JD,,,,0.0,0.0,1.0,1.0,15,17
3023,8D,4S,,,,,1.0,1.0,1.0,0.0,17,20
3024,8D,4S,5D,,,,1.0,0.0,0.0,1.0,27,20
3025,4D,2H,,,,,0.0,0.0,1.0,1.0,6,12
3026,9S,KD,,,,,1.0,0.0,0.0,1.0,29,11
3027,7D,QH,,,,,0.0,1.0,0.0,1.0,17,22
3028,4S,3C,,,,,0.0,0.0,1.0,1.0,7,19
3029,KD,10C,,,,,1.0,0.0,0.0,1.0,26,16
3030,5H,8C,,,,,0.0,0.0,1.0,1.0,13,18
3031,10D,5C,,,,,0.0,0.0,1.0,1.0,15,16
3032,2H,4H,,,,,0.0,0.0,1.0,1.0,6,17
3033,5H,KC,,,,,1.0,1.0,1.0,0.0,17,10
3034,5H,KC,2D,,,,0.0,1.0,0.0,1.0,17,25
3035,3C,6S,,,,,1.0,1.0,1.0,0.0,12,13
3036,3C,6S,3H,,,,1.0,1.0,1.0,0.0,15,13
3037,3C,6S,3H,3S,,,0.0,1.0,0.0,1.0,15,23
3038,8S,4S,,,,,1.0,1.0,1.0,0.0,20,16
3039,8S,4S,8C,,,,1.0,0.0,0.0,1.0,30,16
3040,KD,10C,,,,,1.0,0.0,0.0,1.0,30,14
3041,3H,9H,,,,,1.0,1.0,1.0,0.0,18,12
3042,3H,9H,6S,,,,0.0,1.0,0.0,1.0,18,24
3043,6S,2C,,,,,0.0,0.0,1.0,1.0,8,12
3044,7S,AC,,,,,0.0,0.0,1.0,1.0,18,19
3045,8D,5D,,,,,0.0,0.0,1.0,1.0,13,15
3046,AC,AH,,,,,1.0,1.0,1.0,0.0,9,11
3047,AC,AH,7D,,,,1.0,1.0,1.0,0.0,16,11
3048,AC,AH,7D,7S,,,1.0,1.0,1.0,0.0,19,11
3049,AC,AH,7D,7S,3C,,1.0,0.0,0.0,1.0,28,21
3050,AH,5C,,,,,1.0,1.0,1.0,0.0,8,9
3051,AH,5C,2D,,,,0.0,0.0,1.0,1.0,18,19
3052,9S,QC,,,,,0.0,0.0,1.0,1.0,19,21
3053,10H,4S,,,,,1.0,0.0,0.0,1.0,22,11
3054,QH,JD,,,,,0.0,1.0,0.0,1.0,20,27
3055,7H,QC,,,,,1.0,1.0,1.0,0.0,20,9
3056,7H,QC,3S,,,,0.0,0.0,1.0,1.0,20,21
3057,2C,9H,,,,,1.0,1.0,1.0,0.0,21,18
3058,4H,3C,,,,,1.0,1.0,1.0,0.0,17,8
3059,4H,3C,10H,,,,0.0,0.0,1.0,1.0,17,18
3060,8D,3S,,,,,0.0,0.0,1.0,1.0,11,19
3061,10D,10H,,,,,0.0,1.0,0.0,1.0,20,27
3062,8D,5C,,,,,0.0,0.0,1.0,1.0,13,14
3063,9S,10H,,,,,1.0,1.0,1.0,0.0,20,9
3064,9S,10H,AS,,,,0.0,1.0,0.0,1.0,20,27
3065,QH,KD,,,,,1.0,0.0,0.0,1.0,28,20
3066,3D,7S,,,,,1.0,1.0,1.0,0.0,20,20
3067,3D,7S,JS,,,,1.0,0.0,0.0,1.0,30,20
3068,2S,4H,,,,,1.0,1.0,1.0,0.0,14,12
3069,2S,4H,8C,,,,1.0,1.0,1.0,0.0,17,12
3070,2S,4H,8C,3H,,,0.0,0.0,1.0,1.0,17,19
3071,7C,KC,,,,,1.0,0.0,0.0,1.0,23,15
3072,3C,AH,,,,,1.0,1.0,1.0,0.0,7,11
3073,3C,AH,3S,,,,1.0,1.0,1.0,0.0,17,11
3074,3C,AH,3S,QC,,,0.0,0.0,1.0,1.0,17,18
3075,QH,7S,,,,,0.0,1.0,0.0,1.0,17,25
3076,10C,KS,,,,,0.0,0.0,1.0,1.0,20,21
3077,KS,9S,,,,,1.0,1.0,1.0,0.0,20,17
3078,KS,9S,AS,,,,0.0,1.0,0.0,1.0,20,22
3079,7C,AH,,,,,0.0,1.0,0.0,1.0,18,23
3080,10C,KC,,,,,1.0,0.0,0.0,1.0,27,17
3081,8C,KS,,,,,1.0,0.0,0.0,1.0,28,13
3082,3S,3D,,,,,0.0,0.0,1.0,1.0,6,7
3083,QS,9C,,,,,0.0,1.0,0.0,1.0,19,27
3084,JD,5H,,,,,1.0,0.0,0.0,1.0,22,13
3085,KC,4D,,,,,1.0,0.0,0.0,1.0,24,17
3086,10S,KH,,,,,1.0,0.0,0.0,1.0,25,17
3087,8H,KS,,,,,0.0,1.0,0.0,1.0,18,25
3088,4D,5S,,,,,1.0,1.0,1.0,0.0,18,9
3089,4D,5S,9H,,,,1.0,1.0,1.0,0.0,20,9
3090,4D,5S,9H,2C,,,1.0,0.0,0.0,1.0,27,9
3091,2D,9C,,,,,0.0,0.0,1.0,1.0,11,14
3092,5S,5H,,,,,1.0,1.0,1.0,0.0,18,17
3093,5S,5H,8D,,,,0.0,0.0,1.0,1.0,18,20
3094,10D,6D,,,,,0.0,1.0,0.0,1.0,16,25
3095,10H,6D,,,,,1.0,0.0,0.0,1.0,22,6
3096,10D,QS,,,,,1.0,0.0,0.0,1.0,24,13
3097,QC,4D,,,,,0.0,1.0,0.0,1.0,14,23
3098,9S,10H,,,,,1.0,0.0,0.0,1.0,29,14
3099,JC,2S,,,,,1.0,1.0,1.0,0.0,14,9
3100,JC,2S,2D,,,,1.0,0.0,0.0,1.0,23,9
3101,KD,QH,,,,,1.0,1.0,1.0,0.0,21,15
3102,QC,3S,,,,,0.0,0.0,1.0,1.0,13,16
3103,4D,10H,,,,,1.0,1.0,1.0,0.0,17,13
3104,4D,10H,3D,,,,0.0,0.0,1.0,1.0,17,20
3105,10D,9H,,,,,0.0,1.0,0.0,1.0,19,26
3106,6H,JC,,,,,0.0,1.0,0.0,1.0,16,24
3107,8H,9H,,,,,1.0,0.0,0.0,1.0,23,14
3108,QH,QD,,,,,1.0,0.0,0.0,1.0,30,15
3109,4H,AH,,,,,1.0,1.0,1.0,0.0,15,3
3110,4H,AH,10H,,,,1.0,1.0,1.0,0.0,18,3
3111,4H,AH,10H,3C,,,0.0,0.0,1.0,1.0,18,19
3112,2C,2H,,,,,1.0,1.0,1.0,0.0,14,8
3113,2C,2H,QD,,,,0.0,0.0,1.0,1.0,14,18
3114,2H,5S,,,,,0.0,0.0,1.0,1.0,7,11
3115,3C,QS,,,,,1.0,1.0,1.0,0.0,18,16
3116,3C,QS,5S,,,,0.0,1.0,0.0,1.0,18,26
3117,2S,JC,,,,,1.0,1.0,1.0,0.0,21,8
3118,3D,9D,,,,,1.0,1.0,1.0,0.0,13,8
3119,3D,9D,AS,,,,0.0,0.0,1.0,1.0,13,19
3120,10H,6S,,,,,0.0,0.0,1.0,1.0,16,17
3121,8C,7D,,,,,0.0,0.0,1.0,1.0,15,20
3122,5C,JD,,,,,0.0,1.0,0.0,1.0,15,23
3123,9D,10H,,,,,1.0,0.0,0.0,1.0,24,16
3124,3D,5C,,,,,1.0,1.0,1.0,0.0,18,17
3125,3D,5C,KH,,,,0.0,1.0,0.0,1.0,18,22
3126,3D,QC,,,,,1.0,0.0,0.0,1.0,23,11
3127,6S,3D,,,,,0.0,0.0,1.0,1.0,9,18
3128,AH,9H,,,,,0.0,1.0,0.0,1.0,20,27
3129,JH,3D,,,,,1.0,1.0,1.0,0.0,21,18
3130,KH,9C,,,,,1.0,0.0,0.0,1.0,29,19
3131,7C,AC,,,,,0.0,1.0,0.0,1.0,18,25
3132,AC,2H,,,,,1.0,1.0,1.0,0.0,13,12
3133,AC,2H,QD,,,,1.0,1.0,1.0,0.0,18,12
3134,AC,2H,QD,5H,,,0.0,1.0,0.0,1.0,18,25
3135,9C,2S,,,,,0.0,0.0,1.0,1.0,11,14
3136,QS,4S,,,,,1.0,1.0,1.0,0.0,20,20
3137,QS,4S,6C,,,,1.0,0.0,0.0,1.0,25,20
3138,4H,6H,,,,,0.0,0.0,1.0,1.0,10,13
3139,6C,7C,,,,,1.0,1.0,1.0,0.0,16,12
3140,6C,7C,3D,,,,1.0,1.0,1.0,0.0,19,12
3141,6C,7C,3D,3S,,,1.0,0.0,0.0,1.0,29,12
3142,5D,JS,,,,,0.0,0.0,1.0,1.0,15,18
3143,3D,8S,,,,,1.0,1.0,1.0,0.0,12,17
3144,3D,8S,AS,,,,1.0,1.0,1.0,0.0,14,17
3145,3D,8S,AS,2D,,,0.0,0.0,1.0,1.0,14,17
3146,AC,9C,,,,,1.0,1.0,1.0,0.0,20,11
3147,AC,9C,JC,,,,1.0,0.0,0.0,1.0,25,11
3148,5C,8H,,,,,0.0,0.0,1.0,1.0,13,18
3149,JC,KH,,,,,0.0,1.0,0.0,1.0,20,26
3150,JS,4H,,,,,0.0,0.0,1.0,1.0,14,16
3151,9S,4D,,,,,1.0,0.0,0.0,1.0,23,6
3152,KH,2C,,,,,0.0,0.0,1.0,1.0,12,13
3153,5D,JD,,,,,1.0,0.0,0.0,1.0,25,15
3154,3D,7H,,,,,0.0,0.0,1.0,1.0,10,12
3155,2H,6H,,,,,1.0,1.0,1.0,0.0,17,8
3156,2H,6H,9S,,,,0.0,0.0,1.0,1.0,17,18
3157,5D,2C,,,,,0.0,0.0,1.0,1.0,7,18
3158,7D,KC,,,,,0.0,1.0,0.0,1.0,17,24
3159,8S,4S,,,,,1.0,1.0,1.0,0.0,17,10
3160,8S,4S,5C,,,,0.0,1.0,0.0,1.0,17,25
3161,AC,AD,,,,,0.0,0.0,1.0,1.0,12,20
3162,KH,8S,,,,,0.0,0.0,1.0,1.0,18,20
3163,9C,5D,,,,,0.0,0.0,1.0,1.0,14,19
3164,4D,3H,,,,,1.0,1.0,1.0,0.0,15,16
3165,4D,3H,8S,,,,0.0,0.0,1.0,1.0,15,16
3166,2H,AC,,,,,1.0,1.0,1.0,0.0,8,20
3167,2H,AC,5D,,,,0.0,0.0,1.0,1.0,18,20
3168,AS,9S,,,,,0.0,1.0,0.0,1.0,20,26
3169,JH,4S,,,,,0.0,0.0,1.0,1.0,14,16
3170,AD,7D,,,,,1.0,1.0,1.0,0.0,18,17
3171,AD,7D,10H,,,,1.0,1.0,1.0,0.0,19,17
3172,AD,7D,10H,AH,,,1.0,1.0,1.0,0.0,20,17
3173,AD,7D,10H,AH,AS,,1.0,0.0,0.0,1.0,30,17
3174,4D,8D,,,,,1.0,1.0,1.0,0.0,14,20
3175,4D,8D,2D,,,,0.0,0.0,1.0,1.0,14,20
3176,10S,4C,,,,,1.0,1.0,1.0,0.0,20,15
3177,10S,4C,6S,,,,1.0,0.0,0.0,1.0,23,15
3178,10D,2H,,,,,1.0,1.0,1.0,0.0,13,9
3179,10D,2H,AS,,,,1.0,0.0,0.0,1.0,23,9
3180,AD,4H,,,,,1.0,1.0,1.0,0.0,15,11
3181,AD,4H,QC,,,,1.0,1.0,1.0,0.0,16,11
3182,AD,4H,QC,AC,,,0.0,0.0,1.0,1.0,16,21
3183,7S,2D,,,,,0.0,0.0,1.0,1.0,9,17
3184,6D,10D,,,,,0.0,1.0,0.0,1.0,16,24
3185,JH,10D,,,,,0.0,1.0,0.0,1.0,20,26
3186,AS,7D,,,,,1.0,1.0,1.0,0.0,18,7
3187,AS,7D,KD,,,,0.0,1.0,0.0,1.0,18,25
3188,3H,7D,,,,,1.0,1.0,1.0,0.0,20,17
3189,3H,7D,JS,,,,1.0,0.0,0.0,1.0,30,17
3190,QH,JH,,,,,0.0,1.0,0.0,1.0,20,25
3191,7C,8S,,,,,0.0,1.0,0.0,1.0,15,24
3192,7S,10H,,,,,1.0,1.0,1.0,0.0,18,13
3193,7S,10H,AS,,,,0.0,1.0,0.0,1.0,18,23
3194,7H,4S,,,,,1.0,1.0,1.0,0.0,20,20
3195,7H,4S,9C,,,,0.0,1.0,0.0,1.0,20,24
3196,JD,3S,,,,,1.0,1.0,1.0,0.0,20,12
3197,JD,3S,7H,,,,1.0,0.0,0.0,1.0,30,12
3198,9C,JD,,,,,0.0,0.0,1.0,1.0,19,21
3199,3C,7H,,,,,0.0,0.0,1.0,1.0,10,16
3200,KH,7C,,,,,1.0,0.0,0.0,1.0,26,9
3201,8D,QS,,,,,0.0,0.0,1.0,1.0,18,19
3202,2C,JS,,,,,0.0,0.0,1.0,1.0,12,16
3203,QS,7H,,,,,0.0,1.0,0.0,1.0,17,23
3204,JS,6C,,,,,0.0,0.0,1.0,1.0,16,17
3205,3C,8D,,,,,0.0,0.0,1.0,1.0,11,12
3206,KH,8S,,,,,1.0,0.0,0.0,1.0,23,12
3207,KH,3C,,,,,0.0,0.0,1.0,1.0,13,20
3208,6C,8D,,,,,1.0,1.0,1.0,0.0,21,6
3209,7C,AC,,,,,0.0,0.0,1.0,1.0,18,19
3210,6H,QS,,,,,1.0,1.0,1.0,0.0,19,6
3211,6H,QS,3H,,,,0.0,1.0,0.0,1.0,19,27
3212,9D,5H,,,,,0.0,0.0,1.0,1.0,14,17
3213,8S,AS,,,,,1.0,1.0,1.0,0.0,14,16
3214,8S,AS,5H,,,,0.0,0.0,1.0,1.0,14,16
3215,8H,6C,,,,,1.0,0.0,0.0,1.0,24,12
3216,9H,8H,,,,,0.0,1.0,0.0,1.0,17,26
3217,7D,9S,,,,,1.0,0.0,0.0,1.0,25,9
3218,10D,JH,,,,,1.0,0.0,0.0,1.0,28,20
3219,JH,QS,,,,,0.0,1.0,0.0,1.0,20,23
3220,10S,3S,,,,,0.0,0.0,1.0,1.0,13,17
3221,3H,9H,,,,,0.0,0.0,1.0,1.0,12,13
3222,9D,8D,,,,,1.0,1.0,1.0,0.0,18,9
3223,9D,8D,AH,,,,0.0,0.0,1.0,1.0,18,20
3224,KC,JD,,,,,1.0,0.0,0.0,1.0,28,18
3225,10D,10H,,,,,0.0,1.0,0.0,1.0,20,24
3226,JH,10S,,,,,1.0,0.0,0.0,1.0,23,15
3227,5S,AS,,,,,1.0,1.0,1.0,0.0,14,15
3228,5S,AS,8S,,,,0.0,0.0,1.0,1.0,14,15
3229,JD,6D,,,,,1.0,0.0,0.0,1.0,26,15
3230,QD,2C,,,,,1.0,1.0,1.0,0.0,19,11
3231,QD,2C,7H,,,,0.0,0.0,1.0,1.0,19,20
3232,5C,8S,,,,,1.0,1.0,1.0,0.0,16,7
3233,5C,8S,3S,,,,0.0,1.0,0.0,1.0,16,22
3234,6D,10H,,,,,0.0,0.0,1.0,1.0,16,17
3235,KS,5H,,,,,0.0,0.0,1.0,1.0,15,20
3236,10C,8H,,,,,0.0,0.0,1.0,1.0,18,20
3237,5D,JH,,,,,0.0,1.0,0.0,1.0,15,25
3238,9H,4S,,,,,0.0,0.0,1.0,1.0,13,14
3239,6S,AD,,,,,1.0,1.0,1.0,0.0,12,19
3240,6S,AD,5H,,,,0.0,0.0,1.0,1.0,12,19
3241,10S,2C,,,,,0.0,0.0,1.0,1.0,12,15
3242,5H,10H,,,,,1.0,1.0,1.0,0.0,17,14
3243,5H,10H,2D,,,,0.0,1.0,0.0,1.0,17,24
3244,7H,AC,,,,,1.0,1.0,1.0,0.0,9,20
3245,7H,AC,AH,,,,1.0,1.0,1.0,0.0,12,20
3246,7H,AC,AH,3S,,,0.0,0.0,1.0,1.0,12,20
3247,AH,AC,,,,,0.0,0.0,1.0,1.0,12,18
3248,2S,2C,,,,,0.0,0.0,1.0,1.0,4,18
3249,5D,KS,,,,,0.0,0.0,1.0,1.0,15,19
3250,JD,5H,,,,,0.0,0.0,1.0,1.0,15,20
3251,8H,KS,,,,,1.0,0.0,0.0,1.0,28,14
3252,AD,2S,,,,,0.0,0.0,1.0,1.0,13,16
3253,8H,9C,,,,,0.0,0.0,1.0,1.0,17,20
3254,6D,3H,,,,,0.0,0.0,1.0,1.0,9,16
3255,9C,8C,,,,,0.0,0.0,1.0,1.0,17,18
3256,QS,JD,,,,,1.0,0.0,0.0,1.0,28,8
3257,JS,10D,,,,,0.0,1.0,0.0,1.0,20,24
3258,3H,5S,,,,,1.0,1.0,1.0,0.0,13,9
3259,3H,5S,5H,,,,0.0,1.0,0.0,1.0,13,22
3260,9C,10H,,,,,0.0,1.0,0.0,1.0,19,26
3261,AH,9D,,,,,0.0,1.0,0.0,1.0,20,30
3262,2C,JS,,,,,0.0,0.0,1.0,1.0,12,18
3263,6D,AS,,,,,0.0,0.0,1.0,1.0,17,20
3264,JC,8S,,,,,1.0,0.0,0.0,1.0,24,9
3265,3D,4H,,,,,1.0,1.0,1.0,0.0,17,17
3266,3D,4H,10C,,,,1.0,0.0,0.0,1.0,27,17
3267,2H,7D,,,,,1.0,1.0,1.0,0.0,12,6
3268,2H,7D,3D,,,,0.0,0.0,1.0,1.0,12,16
3269,6C,10C,,,,,1.0,0.0,0.0,1.0,26,16
3270,4C,JD,,,,,0.0,0.0,1.0,1.0,14,21
3271,4S,9H,,,,,1.0,1.0,1.0,0.0,15,10
3272,4S,9H,2H,,,,1.0,0.0,0.0,1.0,25,10
3273,9H,AC,,,,,1.0,1.0,1.0,0.0,12,11
3274,9H,AC,2C,,,,1.0,0.0,0.0,1.0,22,11
3275,AH,7D,,,,,0.0,0.0,1.0,1.0,18,20
3276,7H,QS,,,,,1.0,0.0,0.0,1.0,25,7
3277,6D,3H,,,,,0.0,0.0,1.0,1.0,9,19
3278,9D,6H,,,,,1.0,0.0,0.0,1.0,25,19
3279,6S,7S,,,,,1.0,1.0,1.0,0.0,15,14
3280,6S,7S,2S,,,,1.0,0.0,0.0,1.0,25,14
3281,6S,8D,,,,,1.0,1.0,1.0,0.0,20,5
3282,6S,8D,6C,,,,1.0,0.0,0.0,1.0,30,5
3283,6D,10D,,,,,0.0,0.0,1.0,1.0,16,18
3284,JD,5S,,,,,1.0,0.0,0.0,1.0,24,12
3285,7H,9D,,,,,1.0,0.0,0.0,1.0,26,18
3286,AH,7H,,,,,0.0,1.0,0.0,1.0,18,27
3287,3C,5S,,,,,1.0,1.0,1.0,0.0,18,16
3288,3C,5S,KD,,,,0.0,1.0,0.0,1.0,18,26
3289,6D,2D,,,,,1.0,1.0,1.0,0.0,18,20
3290,6D,2D,QC,,,,0.0,0.0,1.0,1.0,18,20
3291,4S,6D,,,,,1.0,1.0,1.0,0.0,12,9
3292,4S,6D,2C,,,,1.0,1.0,1.0,0.0,21,9
3293,9C,4C,,,,,1.0,0.0,0.0,1.0,23,14
3294,2H,JH,,,,,1.0,1.0,1.0,0.0,20,15
3295,2H,JH,8C,,,,1.0,0.0,0.0,1.0,25,15
3296,9C,10H,,,,,0.0,1.0,0.0,1.0,19,27
3297,6H,3S,,,,,0.0,0.0,1.0,1.0,9,12
3298,AH,6C,,,,,1.0,1.0,1.0,0.0,17,10
3299,AH,6C,JS,,,,1.0,0.0,0.0,1.0,27,10
3300,QH,3H,,,,,0.0,0.0,1.0,1.0,13,15
3301,5H,10S,,,,,1.0,1.0,1.0,0.0,20,11
3302,5H,10S,5S,,,,0.0,0.0,1.0,1.0,20,21
3303,8H,7H,,,,,1.0,1.0,1.0,0.0,20,17
3304,8H,7H,5H,,,,0.0,0.0,1.0,1.0,20,21
3305,KD,5S,,,,,0.0,0.0,1.0,1.0,15,20
3306,10C,6D,,,,,0.0,0.0,1.0,1.0,16,21
3307,4H,JD,,,,,1.0,0.0,0.0,1.0,24,18
3308,AD,4C,,,,,0.0,0.0,1.0,1.0,15,17
3309,10S,QC,,,,,1.0,1.0,1.0,0.0,21,6
3310,4D,KC,,,,,0.0,0.0,1.0,1.0,14,20
3311,10H,6H,,,,,1.0,0.0,0.0,1.0,23,21
3312,QS,10H,,,,,1.0,0.0,0.0,1.0,30,15
3313,2S,QH,,,,,1.0,1.0,1.0,0.0,21,12
3314,5D,5C,,,,,0.0,0.0,1.0,1.0,10,15
3315,KD,8D,,,,,0.0,0.0,1.0,1.0,18,20
3316,6D,KD,,,,,1.0,1.0,1.0,0.0,18,20
3317,6D,KD,2H,,,,1.0,0.0,0.0,1.0,27,20
3318,AC,5C,,,,,1.0,1.0,1.0,0.0,14,11
3319,AC,5C,8C,,,,0.0,0.0,1.0,1.0,14,19
3320,6H,7S,,,,,0.0,0.0,1.0,1.0,13,21
3321,KD,JS,,,,,1.0,0.0,0.0,1.0,30,16
3322,QD,JD,,,,,0.0,1.0,0.0,1.0,20,22
3323,8S,QH,,,,,0.0,1.0,0.0,1.0,18,22
3324,9D,4C,,,,,0.0,0.0,1.0,1.0,13,18
3325,QS,9H,,,,,1.0,0.0,0.0,1.0,22,9
3326,JH,2C,,,,,1.0,0.0,0.0,1.0,22,10
3327,10C,3H,,,,,1.0,1.0,1.0,0.0,20,14
3328,10C,3H,7D,,,,1.0,0.0,0.0,1.0,27,14
3329,3S,QH,,,,,0.0,0.0,1.0,1.0,13,21
3330,KC,4H,,,,,0.0,0.0,1.0,1.0,14,16
3331,JC,8C,,,,,0.0,1.0,0.0,1.0,18,22
3332,JH,7C,,,,,0.0,1.0,0.0,1.0,17,23
3333,5S,AD,,,,,0.0,1.0,0.0,1.0,16,26
3334,8H,KD,,,,,0.0,0.0,1.0,1.0,18,19
3335,4C,6S,,,,,0.0,0.0,1.0,1.0,10,15
3336,JH,5H,,,,,0.0,0.0,1.0,1.0,15,21
3337,9D,QS,,,,,1.0,0.0,0.0,1.0,25,11
3338,9H,3D,,,,,1.0,0.0,0.0,1.0,22,15
3339,KC,5D,,,,,0.0,0.0,1.0,1.0,15,18
3340,3S,3H,,,,,1.0,1.0,1.0,0.0,8,12
3341,3S,3H,2C,,,,0.0,0.0,1.0,1.0,8,12
3342,3S,JC,,,,,1.0,1.0,1.0,0.0,17,17
3343,3S,JC,4H,,,,1.0,0.0,0.0,1.0,23,17
3344,KC,10C,,,,,0.0,1.0,0.0,1.0,20,26
3345,5D,9C,,,,,1.0,1.0,1.0,0.0,16,14
3346,5D,9C,2H,,,,0.0,0.0,1.0,1.0,16,17
3347,3H,5S,,,,,0.0,0.0,1.0,1.0,8,11
3348,5S,4D,,,,,0.0,0.0,1.0,1.0,9,11
3349,9H,5D,,,,,1.0,0.0,0.0,1.0,22,15
3350,KC,10C,,,,,0.0,1.0,0.0,1.0,20,23
3351,8S,9H,,,,,0.0,0.0,1.0,1.0,17,19
3352,10S,3C,,,,,0.0,0.0,1.0,1.0,13,14
3353,4S,7H,,,,,1.0,1.0,1.0,0.0,20,20
3354,4S,7H,9C,,,,1.0,0.0,0.0,1.0,30,20
3355,5H,2C,,,,,0.0,0.0,1.0,1.0,7,8
3356,4C,9D,,,,,0.0,0.0,1.0,1.0,13,20
3357,2D,9H,,,,,1.0,1.0,1.0,0.0,19,11
3358,2D,9H,8H,,,,1.0,1.0,1.0,0.0,20,11
3359,2D,9H,8H,AS,,,1.0,0.0,0.0,1.0,23,21
3360,6C,6H,,,,,1.0,1.0,1.0,0.0,13,9
3361,6C,6H,AH,,,,1.0,1.0,1.0,0.0,15,9
3362,6C,6H,AH,2C,,,1.0,1.0,1.0,0.0,20,9
3363,6C,6H,AH,2C,5D,,1.0,0.0,0.0,1.0,22,9
3364,7S,3C,,,,,1.0,1.0,1.0,0.0,20,14
3365,7S,3C,10C,,,,0.0,1.0,0.0,1.0,20,22
3366,QS,QD,,,,,0.0,0.0,1.0,1.0,20,21
3367,2H,9H,,,,,1.0,1.0,1.0,0.0,13,10
3368,2H,9H,2S,,,,0.0,0.0,1.0,1.0,13,18
3369,6C,KH,,,,,1.0,0.0,0.0,1.0,26,7
3370,9D,KS,,,,,1.0,0.0,0.0,1.0,29,17
3371,2C,AH,,,,,1.0,1.0,1.0,0.0,10,5
3372,2C,AH,7S,,,,0.0,1.0,0.0,1.0,20,22
3373,9D,KC,,,,,0.0,0.0,1.0,1.0,19,20
3374,3H,AD,,,,,1.0,1.0,1.0,0.0,6,18
3375,3H,AD,2H,,,,0.0,0.0,1.0,1.0,16,18
3376,8C,4D,,,,,0.0,0.0,1.0,1.0,12,19
3377,JC,2H,,,,,1.0,1.0,1.0,0.0,15,13
3378,JC,2H,3S,,,,0.0,0.0,1.0,1.0,15,16
3379,JH,2D,,,,,1.0,0.0,0.0,1.0,22,13
3380,5D,7S,,,,,1.0,1.0,1.0,0.0,19,11
3381,5D,7S,7C,,,,0.0,0.0,1.0,1.0,19,21
3382,QD,3S,,,,,1.0,1.0,1.0,0.0,20,14
3383,QD,3S,7C,,,,0.0,1.0,0.0,1.0,20,29
3384,3C,8S,,,,,1.0,1.0,1.0,0.0,21,7
3385,7H,5H,,,,,0.0,0.0,1.0,1.0,12,20
3386,9D,7D,,,,,0.0,0.0,1.0,1.0,16,17
3387,KS,KC,,,,,1.0,0.0,0.0,1.0,30,13
3388,8H,2H,,,,,0.0,0.0,1.0,1.0,10,18
3389,9S,7S,,,,,1.0,0.0,0.0,1.0,26,11
3390,5C,3S,,,,,0.0,0.0,1.0,1.0,8,16
